age,schl,mar,sex,dis,esp,cit,mig,mil,anc,nativity,dear,deye,drem,pincp,esr,fer,race,pubcov
23,Regular high school diploma,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,1300.0,"Civilian employed, at work",No,Black or African American alone,1
54,1 or more years of college credit but no degree,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,6500.0,"Civilian employed, at work",Out of Universe,Black or African American alone,0
31,Grade 10,Married,Male,Without a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Single,Native,No,No,No,28100.0,"Civilian employed, at work",Out of Universe,White alone,0
37,GED or alternative credential,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,No,No,No,1300.0,"Civilian employed, at work",No,Black or African American alone,1
20,Regular high school diploma,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Multiple,Native,No,No,No,15500.0,"Civilian employed, at work",No,White alone,1
17,Grade 10,Never married or under 15 years old,Female,Without a disability,Living with two parents: both parents in labor force,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Single,Native,No,No,No,3500.0,"Civilian employed, at work",No,White alone,1
56,Grade 11,Divorced,Male,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,No,No,Yes,6000.0,Not in labor force,Out of Universe,White alone,1
30,Regular high school diploma,Never married or under 15 years old,Male,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,Yes,No,18500.0,"Civilian employed, at work",Out of Universe,Black or African American alone,1
34,Grade 9,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,600.0,Not in labor force,Out of Universe,White alone,1
49,Bachelor's degree,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Multiple,Native,No,No,No,0.0,Not in labor force,No,White alone,1
21,1 or more years of college credit but no degree,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,9500.0,"Civilian employed, at work",No,White alone,1
60,Regular high school diploma,Married,Female,With a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Single,Native,No,Yes,No,14500.0,Not in labor force,Out of Universe,Black or African American alone,1
58,1 or more years of college credit but no degree,Married,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,No,No,No,17000.0,"Civilian employed, at work",Out of Universe,White alone,1
53,Doctorate degree,Married,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)","On active duty in the past, but not now",Not reported,Native,No,No,No,12500.0,"Civilian employed, at work",Out of Universe,White alone,1
16,Grade 9,Never married or under 15 years old,Female,Without a disability,Living with two parents: Father only in labor force,Born in the U.S.,"No, different house in US or Puerto Rico",Out of Universe,Multiple,Native,No,No,No,0.0,Not in labor force,No,White alone,1
61,GED or alternative credential,Divorced,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Unclassified,Native,No,No,No,0.0,Not in labor force,Out of Universe,White alone,0
21,Regular high school diploma,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,200.0,Not in labor force,No,White alone,1
38,Master's degree,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Unclassified,Native,No,No,No,0.0,Not in labor force,No,White alone,1
62,Associate's degree,Married,Female,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,Yes,No,No,10000.0,Not in labor force,Out of Universe,White alone,1
64,Regular high school diploma,Separated,Female,With a disability,Out of Universe,U.S. citizen by naturalization,"Yes, same house (nonmovers)",Never served in the military,Single,Foreign born,Yes,No,No,22700.0,"Civilian employed, at work",Out of Universe,White alone,1
15,Grade 9,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Out of Universe,Single,Native,No,No,No,0.0,Out of Universe,Out of Universe,White alone,1
27,1 or more years of college credit but no degree,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Multiple,Native,No,No,No,20000.0,Unemployed,Out of Universe,White alone,0
23,Bachelor's degree,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Multiple,Native,No,No,No,21000.0,"Civilian employed, at work",No,White alone,1
18,12th Grade - no diploma,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Multiple,Native,No,No,No,1600.0,Not in labor force,No,Black or African American alone,1
51,Bachelor's degree,Divorced,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,18000.0,Unemployed,Out of Universe,White alone,0
34,1 or more years of college credit but no degree,Divorced,Male,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Unclassified,Native,No,No,Yes,6000.0,"Civilian employed, at work",Out of Universe,White alone,0
15,Grade 9,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Out of Universe,Single,Native,No,No,No,0.0,Out of Universe,No,White alone,1
61,12th Grade - no diploma,Divorced,Female,Without a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Single,Native,No,No,No,4800.0,"Civilian employed, at work",Out of Universe,White alone,0
34,12th Grade - no diploma,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,0.0,Not in labor force,No,White alone,0
28,Some college but less than 1 year,Married,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Multiple,Native,No,No,No,2000.0,"Civilian employed, at work",Out of Universe,White alone,0
34,Grade 9,Divorced,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,6100.0,"Civilian employed, at work",No,White alone,1
25,GED or alternative credential,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Single,Native,No,No,No,0.0,Not in labor force,Out of Universe,White alone,0
19,Regular high school diploma,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,No,No,No,800.0,Not in labor force,Out of Universe,White alone,1
16,Grade 10,Never married or under 15 years old,Male,Without a disability,Living with two parents: both parents in labor force,Born in the U.S.,"Yes, same house (nonmovers)",Out of Universe,Not reported,Native,No,No,No,2300.0,"Civilian employed, at work",Out of Universe,White alone,1
55,Bachelor's degree,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,10000.0,"Civilian employed, at work",Out of Universe,White alone,1
63,GED or alternative credential,Divorced,Female,With a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Not reported,Native,No,Yes,No,15600.0,Not in labor force,Out of Universe,White alone,1
44,Regular high school diploma,Separated,Female,Without a disability,Out of Universe,U.S. citizen by naturalization,"No, different house in US or Puerto Rico",Never served in the military,Single,Foreign born,No,No,No,0.0,Not in labor force,No,White alone,0
21,Associate's degree,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,27000.0,"Civilian employed, at work",No,White alone,1
29,Some college but less than 1 year,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Multiple,Native,No,No,No,20000.0,"Civilian employed, at work",No,White alone,1
37,GED or alternative credential,Married,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,20000.0,"Civilian employed, at work",Out of Universe,White alone,1
30,Some college but less than 1 year,Married,Male,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,No,No,No,0.0,Not in labor force,Out of Universe,White alone,1
15,Grade 9,Never married or under 15 years old,Male,Without a disability,Living with two parents: both parents in labor force,Born in the U.S.,"Yes, same house (nonmovers)",Out of Universe,Multiple,Native,No,No,No,0.0,Out of Universe,Out of Universe,White alone,1
19,1 or more years of college credit but no degree,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,5500.0,"Civilian employed, at work",No,Black or African American alone,1
17,Grade 11,Never married or under 15 years old,Male,Without a disability,Living with mother: Mother in the labor force,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,0.0,Not in labor force,Out of Universe,White alone,1
22,Regular high school diploma,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,No,No,No,20000.0,"Civilian employed, at work",No,White alone,1
64,Regular high school diploma,Divorced,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,18600.0,"Civilian employed, at work",Out of Universe,Black or African American alone,1
53,Regular high school diploma,Widowed,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,No,No,No,8000.0,"Civilian employed, at work",Out of Universe,Black or African American alone,1
52,Regular high school diploma,Married,Female,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,1500.0,Not in labor force,Out of Universe,White alone,1
33,1 or more years of college credit but no degree,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,No,No,No,18000.0,"Civilian employed, at work",Out of Universe,White alone,1
20,1 or more years of college credit but no degree,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Single,Native,No,No,No,0.0,Not in labor force,Out of Universe,White alone,0
60,Bachelor's degree,Divorced,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,No,No,No,0.0,Not in labor force,Out of Universe,White alone,1
64,Regular high school diploma,Never married or under 15 years old,Female,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,Yes,9400.0,Not in labor force,Out of Universe,White alone,1
43,Bachelor's degree,Married,Female,Without a disability,Out of Universe,U.S. citizen by naturalization,"Yes, same house (nonmovers)",Never served in the military,Single,Foreign born,No,No,No,0.0,Not in labor force,No,Asian alone,1
28,Bachelor's degree,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Single,Native,No,No,No,20000.0,"Civilian employed, at work",Yes,White alone,1
16,Grade 10,Never married or under 15 years old,Female,Without a disability,Living with two parents: Father only in labor force,Born in the U.S.,"Yes, same house (nonmovers)",Out of Universe,Unclassified,Native,No,No,No,0.0,Not in labor force,No,White alone,1
16,Grade 10,Never married or under 15 years old,Male,Without a disability,Living with mother: Mother not in labor force,Born in the U.S.,"Yes, same house (nonmovers)",Out of Universe,Single,Native,No,No,No,0.0,Not in labor force,Out of Universe,White alone,1
56,Some college but less than 1 year,Married,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,18000.0,"Civilian employed, at work",Out of Universe,White alone,1
16,Grade 10,Never married or under 15 years old,Male,Without a disability,Living with two parents: both parents in labor force,Born in the U.S.,"Yes, same house (nonmovers)",Out of Universe,Multiple,Native,No,No,No,0.0,Not in labor force,Out of Universe,Two or More Races,1
64,Associate's degree,Married,Female,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,Yes,7200.0,Not in labor force,Out of Universe,White alone,1
30,No schooling completed,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,0.0,Not in labor force,Out of Universe,Black or African American alone,0
23,12th Grade - no diploma,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,0.0,Not in labor force,No,Black or African American alone,1
17,Grade 9,Never married or under 15 years old,Female,Without a disability,Living with father: Father in the labor force,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,0.0,Not in labor force,No,Black or African American alone,1
42,Grade 8,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,No,No,No,0.0,Not in labor force,No,White alone,1
57,Associate's degree,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,No,No,No,0.0,Not in labor force,Out of Universe,White alone,1
64,Master's degree,Married,Male,With a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico","On active duty in the past, but not now",Single,Native,No,No,Yes,5000.0,Unemployed,Out of Universe,White alone,1
17,Grade 10,Never married or under 15 years old,Female,Without a disability,Living with two parents: both parents in labor force,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,No,No,No,6700.0,"Civilian employed, at work",No,White alone,1
58,Regular high school diploma,Married,Female,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,26400.0,Not in labor force,Out of Universe,Black or African American alone,1
21,Some college but less than 1 year,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Now on active duty,Single,Native,No,No,No,20000.0,"Armed forces, at work",Out of Universe,Black or African American alone,1
38,Regular high school diploma,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Multiple,Native,No,No,No,10000.0,"Civilian employed, at work",No,White alone,1
21,Regular high school diploma,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,No,No,No,15000.0,"Civilian employed, at work",Out of Universe,White alone,1
34,GED or alternative credential,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Multiple,Native,No,No,No,23000.0,"Civilian employed, at work",No,White alone,1
62,No schooling completed,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,23000.0,"Civilian employed, at work",Out of Universe,White alone,1
48,Bachelor's degree,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Multiple,Native,No,No,No,0.0,Not in labor force,No,White alone,1
27,Grade 9,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Multiple,Native,No,No,No,27000.0,"Civilian employed, with a job but not at work",Out of Universe,White alone,0
62,GED or alternative credential,Married,Female,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,4600.0,Not in labor force,Out of Universe,White alone,1
38,Regular high school diploma,Divorced,Female,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Multiple,Native,No,No,Yes,19800.0,"Civilian employed, at work",No,White alone,1
26,Regular high school diploma,Married,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,No,No,No,28000.0,"Civilian employed, at work",Out of Universe,White alone,1
17,Grade 11,Never married or under 15 years old,Male,Without a disability,Living with two parents: Father only in labor force,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,0.0,Not in labor force,Out of Universe,White alone,1
25,Bachelor's degree,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Not reported,Native,No,No,No,20000.0,"Civilian employed, at work",Out of Universe,White alone,1
16,Grade 10,Never married or under 15 years old,Female,Without a disability,Living with mother: Mother in the labor force,Born in the U.S.,"No, different house in US or Puerto Rico",Out of Universe,Not reported,Native,No,No,No,0.0,Not in labor force,No,White alone,1
58,Associate's degree,Divorced,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Only on active duty for training in Reserves/National Guard,Single,Native,No,No,No,4400.0,Unemployed,Out of Universe,Black or African American alone,0
35,Bachelor's degree,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,29400.0,"Civilian employed, at work",No,White alone,1
41,Bachelor's degree,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Multiple,Native,No,No,No,12000.0,"Civilian employed, at work",No,White alone,1
21,Regular high school diploma,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,20000.0,"Civilian employed, at work",Out of Universe,White alone,0
46,Regular high school diploma,Never married or under 15 years old,Male,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,10800.0,Not in labor force,Out of Universe,Black or African American alone,1
62,Regular high school diploma,Never married or under 15 years old,Male,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,Yes,Yes,No,19900.0,"Civilian employed, at work",Out of Universe,Black or African American alone,0
48,1 or more years of college credit but no degree,Divorced,Male,Without a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Single,Native,No,No,No,20000.0,"Civilian employed, at work",Out of Universe,White alone,1
29,Grade 10,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,0.0,Not in labor force,Yes,White alone,1
51,Bachelor's degree,Married,Female,Without a disability,Out of Universe,U.S. citizen by naturalization,"Yes, same house (nonmovers)",Never served in the military,Single,Foreign born,No,No,No,0.0,Not in labor force,Out of Universe,White alone,1
30,1 or more years of college credit but no degree,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,21000.0,"Civilian employed, at work",No,Black or African American alone,1
55,Grade 9,Divorced,Male,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Multiple,Native,Yes,No,Yes,8800.0,Not in labor force,Out of Universe,Two or More Races,1
62,Regular high school diploma,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,0.0,Not in labor force,Out of Universe,White alone,1
20,Regular high school diploma,Never married or under 15 years old,Male,Without a disability,Out of Universe,Not a citizen of the U.S.,"No, outside US and Puerto Rico",Never served in the military,Single,Foreign born,No,No,No,0.0,Not in labor force,Out of Universe,Asian alone,0
21,Regular high school diploma,Never married or under 15 years old,Female,With a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Single,Native,Yes,No,No,0.0,Not in labor force,No,White alone,1
17,Grade 10,Never married or under 15 years old,Female,Without a disability,Living with two parents: both parents in labor force,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,0.0,Not in labor force,No,Black or African American alone,1
45,Regular high school diploma,Married,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,No,No,No,18500.0,"Civilian employed, at work",Out of Universe,White alone,1
17,Grade 11,Never married or under 15 years old,Male,Without a disability,Living with two parents: both parents in labor force,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,No,No,No,0.0,Not in labor force,Out of Universe,White alone,0
56,GED or alternative credential,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,21000.0,"Civilian employed, at work",Out of Universe,White alone,1
19,Regular high school diploma,Never married or under 15 years old,Male,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,Yes,No,No,4200.0,"Civilian employed, at work",Out of Universe,White alone,1
43,No schooling completed,Never married or under 15 years old,Female,Without a disability,Out of Universe,Not a citizen of the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Foreign born,No,No,No,14000.0,"Civilian employed, at work",No,Some Other Race alone,1
21,1 or more years of college credit but no degree,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,0.0,Not in labor force,No,Black or African American alone,1
18,Grade 11,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,0.0,Not in labor force,Out of Universe,Black or African American alone,1
61,Regular high school diploma,Divorced,Female,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,12300.0,Not in labor force,Out of Universe,Black or African American alone,1
28,No schooling completed,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,No,No,No,0.0,Not in labor force,Yes,White alone,1
59,Regular high school diploma,Married,Female,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,14000.0,Not in labor force,Out of Universe,Black or African American alone,1
23,Associate's degree,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,No,No,No,12000.0,Not in labor force,No,White alone,1
44,Regular high school diploma,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,No,No,No,17000.0,"Civilian employed, at work",No,White alone,1
53,Master's degree,Widowed,Female,With a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Single,Native,No,Yes,Yes,9000.0,"Civilian employed, at work",Out of Universe,White alone,1
27,Master's degree,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Multiple,Native,No,No,No,19000.0,"Civilian employed, at work",No,White alone,1
22,Regular high school diploma,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,No,No,No,5000.0,"Civilian employed, at work",No,White alone,1
15,12th Grade - no diploma,Never married or under 15 years old,Male,With a disability,Living with mother: Mother in the labor force,Born in the U.S.,"Yes, same house (nonmovers)",Out of Universe,Single,Native,No,No,Yes,10200.0,Out of Universe,Out of Universe,White alone,1
36,Associate's degree,Married,Female,Without a disability,Out of Universe,Not a citizen of the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Foreign born,No,No,No,0.0,Not in labor force,No,Some Other Race alone,1
16,Regular high school diploma,Never married or under 15 years old,Male,Without a disability,Living with two parents: both parents in labor force,Born in the U.S.,"Yes, same house (nonmovers)",Out of Universe,Not reported,Native,No,No,No,0.0,Not in labor force,Out of Universe,White alone,1
57,1 or more years of college credit but no degree,Married,Male,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,9200.0,Not in labor force,Out of Universe,Black or African American alone,1
56,Regular high school diploma,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,20300.0,"Civilian employed, at work",Out of Universe,White alone,1
41,1 or more years of college credit but no degree,Married,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)","On active duty in the past, but not now",Single,Native,No,No,No,8000.0,Not in labor force,Out of Universe,White alone,1
21,Regular high school diploma,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,9400.0,"Civilian employed, at work",Out of Universe,White alone,0
47,Bachelor's degree,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Multiple,Native,No,No,No,24000.0,"Civilian employed, at work",No,White alone,1
27,Associate's degree,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,600.0,"Civilian employed, at work",Out of Universe,White alone,1
15,Grade 8,Never married or under 15 years old,Female,Without a disability,Living with mother: Mother in the labor force,Born in the U.S.,"Yes, same house (nonmovers)",Out of Universe,Not reported,Native,No,No,No,0.0,Out of Universe,No,Black or African American alone,1
17,12th Grade - no diploma,Never married or under 15 years old,Female,Without a disability,Living with two parents: both parents in labor force,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,No,No,No,400.0,"Civilian employed, at work",No,Black or African American alone,1
19,Grade 10,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Single,Native,No,No,No,3000.0,"Civilian employed, at work",No,Black or African American alone,1
21,1 or more years of college credit but no degree,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,9500.0,"Civilian employed, at work",No,White alone,1
56,Regular high school diploma,Married,Male,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,0.0,Not in labor force,Out of Universe,White alone,1
63,Regular high school diploma,Married,Female,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,13100.0,Not in labor force,Out of Universe,American Indian alone,1
46,Grade 8,Married,Male,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,No,No,No,9300.0,Not in labor force,Out of Universe,White alone,1
20,1 or more years of college credit but no degree,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Not reported,Native,No,No,No,0.0,Not in labor force,No,Black or African American alone,1
30,Regular high school diploma,Married,Male,Without a disability,Out of Universe,Not a citizen of the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Foreign born,No,No,No,19000.0,"Civilian employed, at work",Out of Universe,White alone,0
20,Regular high school diploma,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,No,No,No,25000.0,"Civilian employed, at work",Out of Universe,White alone,1
54,Grade 10,Widowed,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,16500.0,"Civilian employed, at work",Out of Universe,Black or African American alone,0
22,Regular high school diploma,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,20000.0,"Civilian employed, at work",No,Black or African American alone,1
